id,preco
"1,95E+38",1.65318083093878e+16
"2,29E+38",8003754860011800.0
"2,77E+37",8441002952393840.0
"4,50E+37",2.61698675194609e+16
"2,52E+38",7096139278716080.0
"2,53E+38",2054846629532150.0
"3,36E+38",4515968302172690.0
"1,14E+38",1670618950858610.0
"1,43E+38",1521799414246490.0
"1,92E+38",8453451934071200.0
"7,87E+37",1607753356218770.0
"3,87E+37",7296320356771550.0
"3,16E+38",2.44246345576292e+16
"3,15E+38",3678584473759570.0
"2,76E+38",5.74301169183448e+16
"1,24E+38",4562201872580330.0
"3,06E+38",6.2667355735946e+16
"2,59E+37",1.17214597873095e+16
"1,50E+37",1.55136502429815e+16
"1,67E+37",1045344382987360.0
"2,02E+38",4019562933272740.0
"1,44E+38",6468142534710960.0
"8,87E+37",6697906428333280.0
"1,00E+38",1.29910517480302e+16
"9,51E+36",1.59178851157209e+16
"4,88E+36",9715331256730220.0
"1,53E+38",3107686380293600.0
"7,52E+37",5.77061530127587e+16
"3,12E+38",7841839219625540.0
"3,10E+38",2.2350857060927e+16
"2,11E+38",1.20779213052126e+16
"1,24E+38",8383725078198840.0
"1,65E+38",7247572999782160.0
"1,14E+38",1549870298902460.0
"3,30E+38",8644702470926400.0
"6,88E+37",3989990645911890.0
"2,14E+38",8902983106922550.0
"2,58E+38",1.48121675320238e+16
"9,08E+37",7770320415147060.0
"7,54E+37",1838979145997120.0
"8,80E+37",1.13225310550344e+16
"3,31E+38",1.29320191074153e+16
"2,39E+38",7643172736274240.0
"2,32E+38",899539743262348.0
"1,40E+37",3119660804978110.0
"1,16E+38",1.28624181860214e+16
"2,50E+38",3.03834159424976e+16
"8,23E+37",6201607862385310.0
"3,48E+37",577257043623959.0
"2,01E+37",5567294757645520.0
"1,44E+38",545815863796141.0
"1,95E+38",1.15193174331366e+16
"2,78E+38",787471868776826.0
"8,47E+37",8245099642520490.0
"1,28E+38",1.27782223376216e+16
"1,98E+38",748988684858348.0
"9,74E+37",8560968055103650.0
"5,93E+37",6181032902492740.0
"3,35E+38",4783797373937680.0
"8,48E+36",1.87011795059938e+16
"4,87E+37",2.00906594254178e+16
"2,67E+38",1.38834871707768e+16
"9,46E+36",1.45673634824144e+16
"1,64E+38",641020464018467.0
"2,22E+38",1574448774970620.0
"3,22E+38",758741856451447.0
"1,72E+38",1.8321057353656e+16
"2,00E+38",1.84701922462601e+16
"2,69E+38",1608185899843660.0
"1,10E+38",1.43027134699219e+16
"1,15E+38",8676659490587280.0
"2,33E+38",6.50791541518437e+16
"1,47E+38",4555060954213230.0
"1,19E+37",6604125235545220.0
"2,25E+38",9120891774512100.0
"3,03E+38",1.02198995674794e+16
"2,31E+38",9259689448320330.0
"3,32E+38",4.02272104369262e+16
"1,15E+38",1.03088635372415e+16
"1,85E+38",8928527555919060.0
"2,59E+38",1878222496214240.0
"1,13E+38",6030654455959510.0
"2,87E+38",5651688845622600.0
"5,63E+37",4037710329108570.0
"2,76E+37",1.03106982634822e+16
"3,32E+38",1.03137378079605e+16
"9,60E+37",7804684067900890.0
"3,12E+38",817104700402917.0
"3,09E+38",5965652026894130.0
"6,57E+37",844143934939599.0
"3,64E+37",7852980844658390.0
"3,22E+38",1.67932782292455e+16
"1,71E+38",2.09447761977406e+16
"5,74E+37",1.12366015646121e+16
"9,98E+37",1.80535238791482e+16
"2,85E+38",6721616946883370.0
"1,69E+36",9404857122912120.0
"2,37E+38",7806715097488330.0
"1,69E+38",3291812897804280.0
"2,44E+38",2564532310638140.0
"2,75E+38",1.24501781630271e+16
"7,22E+36",8426360548237770.0
"1,05E+38",1615480784312360.0
"2,16E+38",1275535607706880.0
"1,92E+38",6188852214691200.0
"2,50E+38",1.76117979583398e+16
"2,18E+37",1.23691740553837e+16
"3,09E+38",1426950354147500.0
"1,78E+38",1.49691470128644e+16
"1,42E+38",1874500039959370.0
"3,27E+38",8030497244491510.0
"1,94E+38",6.23493981896596e+16
"1,75E+38",1.68215429574586e+16
"6,35E+37",1302807140323540.0
"9,30E+37",1.06397169294883e+16
"5,10E+37",6.5202678348857e+16
"3,22E+38",2032219739629830.0
"2,20E+38",1.56491960391293e+16
"2,76E+38",1.05735199370177e+16
"1,28E+38",7293237671654560.0
"1,43E+38",4138911453677320.0
"2,98E+38",9159606070924800.0
"1,99E+37",1.35028425839401e+16
"1,60E+38",3441343321413320.0
"1,79E+34",7109020359987960.0
"2,77E+38",98076582785147.0
"9,41E+37",2.55152443907284e+16
"3,30E+38",8694702086693570.0
"2,42E+38",2.13322714995067e+16
"3,35E+38",5066621816924570.0
"2,96E+38",272954158963392.0
"2,52E+38",1.36205590180799e+16
"1,76E+38",1.2532513005364e+16
"2,03E+38",2133509906857450.0
"3,13E+38",4720162947834580.0
"2,33E+38",1075003812921390.0
"8,62E+37",1.50417640114203e+16
"4,86E+37",1.44194570171432e+16
"3,23E+35",7159417974284390.0
"3,22E+38",8369811195472570.0
"1,79E+38",5736706295564360.0
"2,65E+38",2065655567733930.0
"3,52E+37",2897598630944900.0
"1,04E+38",4625967444266500.0
"9,95E+36",1.27125685355048e+16
"2,42E+38",1450381224470560.0
"3,10E+38",798827163096158.0
"1,91E+38",1.69411562937034e+16
"3,26E+38",1.21194348079691e+16
"6,91E+37",1.98099266659014e+16
"2,01E+38",6245522335847240.0
"3,66E+37",158126507785083.0
"2,63E+38",370676836698116.0
"3,06E+38",1.46586709216508e+16
"2,83E+38",2.20768721939572e+16
"3,07E+38",12974697290556.0
"3,13E+38",1118624740236330.0
"1,66E+38",1114530362502530.0
"2,05E+38",1.31868247136562e+16
"1,43E+38",2117269003468290.0
"2,11E+38",2.54861978898634e+16
"7,71E+37",2016536028708490.0
"1,79E+38",1.29148065338644e+16
"2,61E+38",1233214882987460.0
"1,15E+38",1758812953249280.0
"1,08E+37",1.30972535214228e+16
"2,22E+38",5846886299672730.0
"4,67E+37",1.34249713061728e+16
"1,19E+38",930457157858422.0
"2,23E+38",9764059778486990.0
"1,58E+38",1.17302503000472e+16
"2,79E+38",5888428629920570.0
"1,26E+38",1898416402109880.0
"2,11E+38",21457473846255.0
"1,40E+38",667972708230201.0
"1,54E+38",1239094384245550.0
"1,40E+37",950476897005118.0
"2,23E+38",2.17556166995845e+16
"2,20E+38",1.12173353621444e+16
"1,67E+38",1746274847284610.0
"1,74E+38",8937867005876300.0
"8,36E+37",8549955035766940.0
"3,37E+38",2.3051656925199e+16
"2,54E+38",1.01125419985114e+16
"2,31E+38",656797004267824.0
"2,29E+37",5863596339308530.0
"2,25E+38",8752590182804020.0
"2,03E+38",9064285122834730.0
"6,94E+37",9740824116592560.0
"4,42E+37",729449881753272.0
"1,64E+38",1338095268942230.0
"6,81E+37",7059386303369270.0
"2,82E+36",9173359025887350.0
"3,38E+38",7164237717549640.0
"6,30E+37",9650307909548780.0
"1,25E+38",6122044757112480.0
"1,65E+38",2063198100926800.0
"2,64E+38",2700790122105130.0
"1,25E+38",4760022626161200.0
"2,94E+38",2.43982793261481e+16
"8,53E+37",8691970039907620.0
"3,15E+38",8678424407098950.0
"1,54E+38",5320341159553100.0
"3,17E+38",1.49441761387173e+16
"7,14E+37",7210450091297720.0
"1,86E+38",9449321847553710.0
"8,87E+37",2.04196230230317e+16
"1,76E+38",2535495787091510.0
"3,27E+38",1936212408415350.0
"2,85E+38",9105334463932810.0
"2,67E+38",7835514065149920.0
"3,15E+38",1.25527644593952e+16
"1,48E+38",1.31958720613918e+16
"1,76E+38",1.82147854573126e+16
"1,68E+38",1.13123885051192e+16
"3,30E+38",1.88327473863892e+16
"1,15E+38",7640665964788260.0
"2,69E+38",5.1558410333415e+16
"3,03E+38",6152412364508330.0
"3,36E+38",2.33128705017159e+16
"1,94E+38",2.35930137434677e+16
"7,81E+37",7298186765615200.0
"2,25E+38",1.28910063587182e+16
"2,55E+38",1.33429859658471e+16
"1,07E+38",9950206234286630.0
"2,22E+38",1.55638308915775e+16
"3,50E+37",7258933546152540.0
"1,76E+38",1.70616698725721e+16
"2,83E+38",6250384317260230.0
"1,48E+38",1649624075289370.0
"7,82E+37",7993855502607630.0
"2,78E+38",6649204557652080.0
"2,81E+38",2.32897210834134e+16
"2,90E+38",7789327628379090.0
"8,11E+37",2.66948198735471e+16
"7,84E+37",3697367880179810.0
"6,38E+37",1.46391931612226e+16
"3,10E+38",9201418552963390.0
"9,48E+37",1.23066121725075e+16
"1,43E+38",6775509257823900.0
"2,47E+38",1.11279822976913e+16
"3,31E+38",6817030569909870.0
"2,26E+38",2.18772488947405e+16
"4,99E+37",1.28249045371072e+16
"2,69E+38",744005006857061.0
"2,30E+38",2352068024012020.0
"1,35E+38",9486145492092590.0
"6,05E+37",2609212324383640.0
"1,76E+38",1417296622939900.0
"3,26E+38",1.18308613920743e+16
"2,45E+38",1.79736722793784e+16
"1,60E+38",95018028767149.0
"1,38E+38",4004684629650610.0
"1,20E+38",5042515764152390.0
"2,08E+38",1.46288340306684e+16
"6,71E+37",3814939164297870.0
"2,75E+38",5684386901475870.0
"6,07E+37",7446523117228920.0
"1,56E+38",1.45965982192559e+16
"2,46E+38",854187666721434.0
"8,11E+37",9722829191146710.0
"2,01E+38",5504399898113810.0
"2,72E+38",1.63688229919989e+16
"1,93E+38",1.03920546342885e+16
"3,25E+38",5710581739482600.0
"4,13E+37",2.33191434465634e+16
"2,69E+37",1028253393049620.0
"1,19E+38",4217662741214980.0
"2,70E+38",2.15233512778415e+16
"2,08E+38",5096935214237160.0
"1,70E+38",1.59078990809342e+16
"2,80E+38",1.29367659896885e+16
"2,97E+38",1258705349493040.0
"1,24E+38",1416852521090280.0
"7,83E+37",8060047428123540.0
"9,39E+37",1.14663735932548e+16
"3,04E+38",1.34986790702008e+16
"6,13E+34",1130223935372340.0
"2,09E+38",7885925677907500.0
"2,35E+38",5623026318845810.0
"1,38E+38",1.92446068827578e+16
"1,62E+38",4.15436675130126e+16
"7,60E+37",9565318760500840.0
"1,06E+38",2980198853353070.0
"1,30E+38",1.00825264656825e+16
"9,86E+37",5111426421014790.0
"9,19E+37",6691648027733820.0
"9,29E+36",5339925023445810.0
"4,95E+37",5.53171316291929e+16
"2,42E+38",3156998506012960.0
"1,24E+38",2.37115106154338e+16
"4,71E+37",6702122360206570.0
"2,24E+38",1.20659539195748e+16
"3,12E+38",7051228734394890.0
"1,45E+38",662432020498203.0
"1,38E+37",1.31265245531381e+16
"1,63E+37",1.57045086268239e+16
"2,20E+38",4.21357010424047e+16
"1,69E+37",9422955309385030.0
"1,35E+38",6508085645748590.0
"1,31E+38",1648850365167080.0
"1,14E+38",8375194745441700.0
"2,99E+38",3.75581443731689e+16
"1,25E+38",1.19592033911492e+16
"1,53E+37",2642092089703430.0
"1,19E+38",6350619622075790.0
"1,67E+38",1.33701833695474e+16
"3,72E+37",7668503858543390.0
"1,10E+38",2100681252284770.0
"2,53E+38",4317011119514860.0
"1,23E+38",3986875080530000.0
"4,84E+37",1281322708299430.0
"2,09E+38",9994448087878930.0
"1,70E+38",1.36524987182907e+16
"9,12E+37",9135426338220080.0
"3,35E+38",6027911438452810.0
"6,77E+37",1.18413113531892e+16
"1,39E+38",1.15621965958111e+16
"2,33E+38",1.3902753589336e+16
"3,33E+38",1195725838775320.0
"3,03E+38",2.316529465216e+16
"2,47E+38",4974373832851980.0
"4,22E+37",6279084623361500.0
"4,64E+37",9668618816903890.0
"2,82E+38",1331806684113490.0
"2,60E+37",9302763829469760.0
"6,44E+37",1.38686029673283e+16
"1,93E+38",1274411389681600.0
"3,28E+38",2828232062129170.0
"1,14E+38",1.35220435176592e+16
"3,25E+38",5382030356925850.0
"2,37E+38",1.53822925095317e+16
"1,05E+38",1.78869846465786e+16
"1,25E+38",1865368920233670.0
"2,82E+38",8317327693829000.0
"1,19E+38",7553761969819110.0
"1,39E+38",1275544564354180.0
"4,81E+35",1039158881747690.0
"4,75E+37",5899824948180360.0
"1,42E+37",1.52493679584456e+16
"1,73E+38",1217698582264970.0
"2,35E+38",1.11628149745428e+16
"2,63E+38",1.48446847207068e+16
"2,17E+38",696272363353657.0
"1,24E+38",1.07593211886484e+16
"3,00E+38",9540965642715160.0
"1,88E+38",940989131902093.0
"1,10E+38",1687896583857550.0
"9,23E+37",2323296071243060.0
"1,80E+38",1.4301641161742e+16
"2,04E+38",1.17209793026471e+16
"1,61E+38",1.27380186551629e+16
"3,28E+38",8961938545510020.0
"2,54E+38",1.02167533589642e+16
"2,88E+38",9892049726427160.0
"2,51E+38",1.52832964744056e+16
"1,32E+38",7655279463895710.0
"3,03E+38",1775747771254030.0
"4,00E+37",5870798694925650.0
"3,19E+38",1018568393850770.0
"1,76E+38",8981611092578760.0
"1,33E+37",1.06221960269981e+16
"2,89E+38",1815262001114540.0
"2,28E+38",1.3595714525719e+16
"2,23E+38",4953991479377970.0
"3,36E+38",1.54520199341319e+16
"2,39E+38",1447968592530800.0
"2,88E+38",1.19012709702677e+16
"2,31E+38",1360942651449390.0
"9,72E+37",5963264670516560.0
"1,61E+38",2.14748760437874e+16
"3,12E+38",6340853806503200.0
"8,60E+37",1.40378530844317e+16
"2,51E+38",1.65411153202845e+16
"2,35E+38",1.31980043422299e+16
"1,49E+38",1.27546422324528e+16
"4,62E+36",1514736240463930.0
"3,14E+38",1.05653450681442e+16
"5,78E+37",1.49558904749856e+16
"1,13E+38",1.33084881524194e+16
"2,77E+38",1.49048115060688e+16
"5,24E+37",2396910828454150.0
"1,05E+37",110669670371642.0
"2,12E+38",2.21020272212618e+16
"7,12E+36",7502245184434490.0
"1,50E+37",1628699844924500.0
"1,78E+38",3.41207599327595e+16
"2,84E+37",1181124144218420.0
"1,89E+38",1663985239265420.0
"8,32E+37",1.36219211196864e+16
"1,19E+38",1.18148186921542e+16
"3,17E+38",2252006776674630.0
"1,76E+38",4564718303634440.0
"6,36E+37",1.35882675099056e+16
"1,01E+38",7314051084699540.0
"3,54E+37",3839505574530090.0
"1,67E+37",6342681002570410.0
"2,42E+38",1172702935383350.0
"1,16E+38",8871346795665760.0
"2,83E+37",3207957977377600.0
"1,85E+38",2027399231177870.0
"1,28E+38",8291267498658680.0
"3,40E+38",1.70702501667194e+16
"3,25E+38",9726908295424320.0
"1,24E+37",4723572749057230.0
"4,28E+37",2282049157431120.0
"8,47E+37",1.37801116230208e+16
"3,25E+38",1.53118266393587e+16
"1,18E+38",69579018865721.0
"2,98E+38",1.36193940031418e+16
"1,88E+38",1171114267726700.0
"3,21E+38",1.38134990075954e+16
"1,02E+38",1.24632486796471e+16
"1,62E+38",1.52192532900697e+16
"3,17E+38",2346783426045580.0
"1,48E+37",950795475229514.0
"7,37E+37",986635948556019.0
"2,71E+38",359638090859932.0
"1,36E+38",7070094518528990.0
"1,49E+35",2.61535428484131e+16
"7,24E+37",8269667552369530.0
"1,44E+38",1.06604756721554e+16
"2,65E+38",9929782424907940.0
"6,45E+37",1494914237017050.0
"4,73E+37",1.1165178255369e+16
"2,50E+38",6399877060801580.0
"2,29E+38",1.0049779676695e+16
"4,45E+37",3181768449938520.0
"5,72E+34",8733187839495440.0
"1,81E+38",7377446543664310.0
"3,04E+37",6186191527079790.0
"2,65E+38",2056564731471020.0
"3,27E+38",7772741891740080.0
"2,80E+38",1.67797891821206e+16
"2,29E+38",3.00523416916538e+16
"7,12E+37",209873806582152.0
"9,22E+37",962626208478977.0
"1,20E+38",768979661402929.0
"6,81E+37",1.06333790328384e+16
"9,03E+37",9159542895691040.0
"2,96E+38",1074117145316340.0
"8,19E+37",2.51221698092118e+16
"1,94E+38",2458998298434190.0
"2,12E+38",1.66687178073413e+16
"3,16E+38",5165729414467590.0
"2,10E+38",913365424493196.0
"2,61E+37",6664411238426900.0
"1,69E+36",9755038695100590.0
"2,69E+38",1.22052199802759e+16
"4,75E+37",9857215250919330.0
"2,41E+38",2266295338136820.0
"2,57E+38",1.45138687491591e+16
"5,90E+35",1.25033021534272e+16
"1,84E+38",6.34352949918694e+16
"1,41E+38",5.72351011845916e+16
"3,13E+38",5332059433421100.0
"2,31E+38",1.29353742108883e+16
"4,20E+37",7525054224188960.0
"1,77E+38",6438200633048510.0
"3,21E+38",485302787313146.0
"3,17E+38",2.04796731403767e+16
"3,09E+38",9796520366698990.0
"4,71E+37",1.96916571934924e+16
"3,40E+38",9996986872402140.0
"1,21E+38",9861243840376350.0
"3,01E+38",1624454248857100.0
"1,49E+38",2851525093468970.0
"9,29E+37",819013735001469.0
"2,47E+37",1.18614739925966e+16
"2,81E+38",1.57596020598162e+16
"6,66E+37",9503732909966310.0
"3,35E+37",1.95609547018651e+16
"7,50E+37",1.08280095591221e+16
"3,06E+38",5287202059901850.0
"2,33E+38",21639207978551.0
"2,49E+38",5915746136567410.0
"4,72E+37",3984070427456660.0
"2,43E+38",1.28844445270323e+16
"2,85E+38",972034488967025.0
"2,26E+38",1.12414627715005e+16
"5,55E+37",1.69479689038647e+16
"1,01E+38",9781237445624220.0
"1,04E+38",5744775751232430.0
"1,79E+38",3833818016276980.0
"3,34E+38",8173949793804370.0
"5,98E+37",8583069914187060.0
"1,96E+37",2.06171693517582e+16
"1,53E+38",9203504303609580.0
"2,54E+38",2920963868883950.0
"6,79E+37",7773338574228810.0
"1,76E+38",1.34361685823179e+16
"3,13E+38",3347473040452910.0
"9,19E+37",8567604958661410.0
"2,44E+38",1.45815120341433e+16
"3,04E+38",3388135098605910.0
"1,84E+38",9273243793562120.0
"2,26E+38",1.21972521436022e+16
"8,57E+37",5351445594485520.0
"1,71E+38",2467022893548620.0
"2,31E+38",1.15110966952316e+16
"1,37E+37",7956626912659720.0
"5,73E+37",1299968228945350.0
"3,34E+38",9407883309969400.0
"2,24E+38",8598229061837360.0
"3,02E+38",2.93710023721308e+16
"1,61E+38",1430453069231360.0
"5,39E+37",1.27230696422991e+16
"2,36E+38",1.31821581827737e+16
"1,82E+38",1.104997080274e+16
"1,13E+38",7246301526919840.0
"8,22E+37",7321259538309640.0
"2,29E+38",3015138152877410.0
"2,37E+38",1188203028653140.0
"1,07E+38",1313219499076470.0
"1,69E+38",2661738713840470.0
"1,66E+38",1.2083616688341e+16
"2,39E+38",123045341305563.0
"1,74E+38",1.22853546735472e+16
"1,69E+38",1.62175264998753e+16
"3,08E+38",1.69564737350781e+16
"2,61E+38",1.03685498120547e+16
"1,19E+38",3227161858083380.0
"3,36E+38",1.13413292909355e+16
"1,32E+38",1.1896736781616e+16
"2,62E+38",9455410713680880.0
"1,10E+38",1.03325501670717e+16
"1,19E+38",1.00238683442435e+16
"2,74E+38",6179548506695650.0
"2,75E+38",1.30975257981782e+16
"7,10E+37",9321134496058040.0
"2,87E+38",1.06436757386135e+16
"2,31E+38",2.85907953895088e+16
"2,58E+38",6361077690173890.0
"3,23E+38",977187585886284.0
"1,55E+37",1.59998376483064e+16
"6,38E+37",1.63758616519618e+16
"3,24E+38",1.07157799168726e+16
"2,47E+38",1.31928760210964e+16
"2,90E+38",621105527889033.0
"1,12E+38",9177300058306790.0
"3,27E+38",494335014457308.0
"2,69E+38",1.12095607952001e+16
"1,01E+38",1.53853570615135e+16
"4,96E+37",1.5370048724016e+16
"1,98E+38",4564154530171250.0
"3,27E+36",1.4836050986999e+16
"1,85E+38",838916140833506.0
"3,03E+38",2.61420240297428e+16
"2,51E+38",3495894692346310.0
"3,29E+38",1.38255789543669e+16
"4,49E+37",7122890623215900.0
"1,77E+38",1.98381087498465e+16
"1,50E+38",5738704795098710.0
"6,84E+37",1394654554034560.0
"5,44E+37",8540326013989560.0
"1,20E+38",6416696137925540.0
"2,03E+38",8432040892809370.0
"1,17E+38",7529673486454690.0
"1,32E+38",8688345204584750.0
"3,13E+38",3.5432033869618e+16
"1,68E+38",4216567636255870.0
"2,88E+36",1662467091818470.0
"3,39E+38",4158272554170250.0
"9,82E+37",1748585813106180.0
"1,43E+38",1.39690151022493e+16
"1,81E+38",1336581109494720.0
"9,29E+37",2058424488530800.0
"2,61E+38",2141565948389920.0
"3,01E+38",1.28734056781671e+16
"1,53E+38",1555321320086710.0
"2,69E+38",7560855228590390.0
"2,13E+38",8435525232051310.0
"2,64E+38",2.22720498038128e+16
"2,26E+37",1.69748153153381e+16
"1,70E+38",8571284702959130.0
"1,43E+38",2754442162555310.0
"2,41E+38",1950346238569920.0
"6,21E+37",4802948984164200.0
"1,30E+38",3.40085581081431e+16
"9,16E+36",5466246517501150.0
"2,37E+38",2.59741628314927e+16
"1,55E+37",2.02064056020742e+16
"3,16E+38",1.20132742054909e+16
"3,39E+38",1.22753190404438e+16
"6,82E+37",174165023241222.0
"2,54E+38",1.97583901329958e+16
"8,39E+37",2625628724177320.0
"1,66E+38",1345077421780270.0
"1,63E+38",5982853930451310.0
"2,94E+38",1.98338453469777e+16
"1,50E+38",1.9961740174175e+16
"1,60E+38",1.72451958342327e+16
